path,domain,class,split,group
data/raw/plantvillage/plantvillage dataset/color/Apple___Cedar_apple_rust/fcfc7057-7de6-466b-9f7e-9b767deaf266___FREC_C.Rust 3807.JPG,lab,apple_rust,train,lab_apple_rust_18365891214517006577
data/raw/plantvillage/plantvillage dataset/color/Apple___Cedar_apple_rust/fdaecc2c-c48c-447d-9cdc-5d52efdc979a___FREC_C.Rust 3858.JPG,lab,apple_rust,train,lab_apple_rust_72905347586580479
data/raw/plantvillage/plantvillage dataset/color/Apple___Cedar_apple_rust/fe8e7208-9986-428c-abff-98da6ba8809a___FREC_C.Rust 4161.JPG,lab,apple_rust,train,lab_apple_rust_17357120082897068284
data/raw/plantvillage/plantvillage dataset/color/Apple___Cedar_apple_rust/fec27618-f75c-4a6e-b2e7-d290fcb5b9bd___FREC_C.Rust 3550.JPG,lab,apple_rust,val,lab_apple_rust_18439869655370824191
data/raw/plantvillage/plantvillage dataset/color/Apple___Cedar_apple_rust/ffd73dc5-8b5b-4d7b-b44d-640ae3489190___FREC_C.Rust 9944.JPG,lab,apple_rust,train,lab_apple_rust_141578563217407
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0055dd26-23a7-4415-ac61-e0b44ebfaf80___RS_HL 5672.JPG,lab,apple_healthy,train,lab_apple_healthy_14970951979571081215
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/00907d8b-6ae6-4306-bfd7-d54471981a86___RS_HL 5709.JPG,lab,apple_healthy,val,lab_apple_healthy_17862333304737465343
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0098dbd9-286a-4d6a-bf4b-5459d66f88c0___RS_HL 5776.JPG,lab,apple_healthy,train,lab_apple_healthy_17924539274611523583
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/00a6039c-e425-4f7d-81b1-d6b0e668517e___RS_HL 7669.JPG,lab,apple_healthy,val,lab_apple_healthy_16268269043402728447
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/00fca0da-2db3-481b-b98a-9b67bb7b105c___RS_HL 7708.JPG,lab,apple_healthy,train,lab_apple_healthy_18444427958958622479
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/010125c0-e6f2-4f3d-b469-dd98ffecbb01___RS_HL 7948.JPG,lab,apple_healthy,val,lab_apple_healthy_18228566609182646520
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/011d02f3-5c3c-4484-a384-b1a0a0dbdec1___RS_HL 7544.JPG,lab,apple_healthy,train,lab_apple_healthy_18443146592065216766
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/013b7c70-5e3b-42b7-86af-167815a5b04f___RS_HL 7480.JPG,lab,apple_healthy,train,lab_apple_healthy_13898381802670450431
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/017fd21b-142f-4988-849a-5fd316ea9a1b___RS_HL 6279.JPG,lab,apple_healthy,test,lab_apple_healthy_17258780590241604607
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0181db4e-718e-41bc-b6ed-92863471fa85___RS_HL 5941.JPG,lab,apple_healthy,train,lab_apple_healthy_18445020867361605567
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0199bffc-baee-499f-8e03-5dadb8b671be___RS_HL 8042.JPG,lab,apple_healthy,train,lab_apple_healthy_18417788439337570175
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/01b32971-5125-4982-98e2-22daa9ae864a___RS_HL 7977.JPG,lab,apple_healthy,train,lab_apple_healthy_18221811348252188896
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/01efa999-757d-487e-8250-27c7854c0ca8___RS_HL 7515.JPG,lab,apple_healthy,train,lab_apple_healthy_4543858379285800223
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/022b515d-41fd-448e-abac-e8722c32d864___RS_HL 8131.JPG,lab,apple_healthy,test,lab_apple_healthy_9169055075866312975
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/023810b0-18e6-4352-9dfa-c2f4c034cda5___RS_HL 7538.JPG,lab,apple_healthy,train,lab_apple_healthy_18445560735057846304
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02720439-ecbd-4c7a-9382-4c8156b6f15b___RS_HL 5918.JPG,lab,apple_healthy,train,lab_apple_healthy_18438794336234891247
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02847045-4405-467c-9ccb-7ba2ab1d574c___RS_HL 5943.JPG,lab,apple_healthy,test,lab_apple_healthy_18298619797820344255
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02a0f44c-9cbe-4a2e-9710-296692635ec6___RS_HL 5789.JPG,lab,apple_healthy,test,lab_apple_healthy_14952937582101655551
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02cd3257-a42f-4fbc-8056-a41d5aabfbc3___RS_HL 8029.JPG,lab,apple_healthy,val,lab_apple_healthy_17938084571727978688
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02d0257a-d21a-43a4-9348-472043df801e___RS_HL 6065.JPG,lab,apple_healthy,train,lab_apple_healthy_18446147869997105603
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/02fe229e-2b2e-4e1e-b56f-3af97996bee6___RS_HL 8134.JPG,lab,apple_healthy,train,lab_apple_healthy_9259542124640730366
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03109942-bfa2-4728-b375-4f02a95957de___RS_HL 8066.JPG,lab,apple_healthy,train,lab_apple_healthy_1381968889855
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03152113-855b-4eab-8a4f-7d78d92240d0___RS_HL 5838.JPG,lab,apple_healthy,train,lab_apple_healthy_17933547874073215487
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/036e9351-118e-4795-9f80-74c369b98c88___RS_HL 7513.JPG,lab,apple_healthy,train,lab_apple_healthy_4562083918120427279
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/039d297c-374b-47cd-bed1-a94ac757eb8b___RS_HL 7612.JPG,lab,apple_healthy,test,lab_apple_healthy_36452665220134911
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03aebf5c-6cca-40da-b61d-f3f83e1cbf9e___RS_HL 8080.JPG,lab,apple_healthy,train,lab_apple_healthy_4548361858150654847
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03cb0cf0-04cf-4549-a2b8-44ed75b2e56c___RS_HL 7460.JPG,lab,apple_healthy,train,lab_apple_healthy_9043523885266837375
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03d420e7-42a1-41d8-9600-16d577043c64___RS_HL 5738.JPG,lab,apple_healthy,train,lab_apple_healthy_17852692788949518287
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03d9267c-935a-487b-a27f-fa22f935b299___RS_HL 5671.JPG,lab,apple_healthy,val,lab_apple_healthy_4541602612612694015
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/03f6a4b2-d08b-4f7f-8a8e-d132ff3eca8b___RS_HL 6226.JPG,lab,apple_healthy,train,lab_apple_healthy_9764790810297104383
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/04032305-5ca9-4110-b517-461f13c95f18___RS_HL 7446.JPG,lab,apple_healthy,train,lab_apple_healthy_18446677560759222528
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/04125537-801d-4e15-b66c-224b09b4e1a7___RS_HL 7457.JPG,lab,apple_healthy,val,lab_apple_healthy_18357200933250195708
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/041482f6-6dd6-4ac9-9e59-e973c9bcaf6d___RS_HL 8155.JPG,lab,apple_healthy,train,lab_apple_healthy_9264058935401574651
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/04467511-de12-439c-853f-ef4d99785541___RS_HL 7367.JPG,lab,apple_healthy,val,lab_apple_healthy_18382880652602564860
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/044a96a2-d5ac-490b-8c57-2c1859cdf8f3___RS_HL 7991.JPG,lab,apple_healthy,train,lab_apple_healthy_18442787494052430595
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0460b7aa-4eb0-4c0b-80e5-055ced6684a3___RS_HL 6287.JPG,lab,apple_healthy,train,lab_apple_healthy_18446164495815508871
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/04d4f065-5cb8-4122-b479-d1362d007276___RS_HL 7719.JPG,lab,apple_healthy,train,lab_apple_healthy_1082978836280501247
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/04f426ce-8f6f-400a-94f9-c513255d2fa4___RS_HL 7823.JPG,lab,apple_healthy,test,lab_apple_healthy_18428605997078544384
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0576bbc4-37b3-413c-8a35-4138c2da69a7___RS_HL 8038.JPG,lab,apple_healthy,train,lab_apple_healthy_14465791563961524472
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0580ddaa-0221-4adc-8b64-8ce1842f5f07___RS_HL 6242.JPG,lab,apple_healthy,train,lab_apple_healthy_18442769343487084351
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/05e20036-a134-46c0-a06f-3c5d4768d787___RS_HL 5856.JPG,lab,apple_healthy,val,lab_apple_healthy_18442734981609653239
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/063d4c39-48ee-4c1a-903a-fe1d8da621e1___RS_HL 7694.JPG,lab,apple_healthy,train,lab_apple_healthy_18444461227741610755
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0646a42e-9fdd-4914-9879-50843fe1ac6d___RS_HL 6111.JPG,lab,apple_healthy,test,lab_apple_healthy_14088248651629722623
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0692eda2-32c3-4f9a-b249-bb8112356999___RS_HL 6307.JPG,lab,apple_healthy,test,lab_apple_healthy_18005885830675021759
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/06b0742a-6d5d-40c6-a02e-ecaa7e1279f0___RS_HL 7639.JPG,lab,apple_healthy,train,lab_apple_healthy_7998675517018996735
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/06c0c5f7-59cd-498b-8284-51290720a18d___RS_HL 7636.JPG,lab,apple_healthy,train,lab_apple_healthy_17361623888156479231
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/06dad629-8898-4e90-bd0d-f1b34350b7a1___RS_HL 7387.JPG,lab,apple_healthy,train,lab_apple_healthy_18446736311841495176
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0756094c-e815-4897-8b74-5ec4e4cc59b6___RS_HL 7956.JPG,lab,apple_healthy,train,lab_apple_healthy_18444422457067626736
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/076255ae-2574-415a-b9db-feb739266656___RS_HL 7540.JPG,lab,apple_healthy,val,lab_apple_healthy_18154485568797122527
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0776a839-af75-4f70-81b5-2c8dbecc0c55___RS_HL 7851.JPG,lab,apple_healthy,test,lab_apple_healthy_18446677834593272583
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/07778a5c-8037-425f-aa83-d10b1e1d5db4___RS_HL 7269.JPG,lab,apple_healthy,train,lab_apple_healthy_17134439027903295728
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0793dfa6-3728-409b-a5dc-7f3c07528dde___RS_HL 7379.JPG,lab,apple_healthy,train,lab_apple_healthy_4666153082357794815
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/07942abf-8326-4742-bcba-52ddba093974___RS_HL 5731.JPG,lab,apple_healthy,train,lab_apple_healthy_18439922158110015875
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/079543ef-5ba8-46ad-95de-7c006c7e7f36___RS_HL 7570.JPG,lab,apple_healthy,train,lab_apple_healthy_18445487937384120320
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0802be25-38cf-4c85-bc3b-31988cafadcd___RS_HL 8084.JPG,lab,apple_healthy,train,lab_apple_healthy_17329992656602067192
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0872ffc6-d9db-4ba7-a2bf-1fb0f537cafb___RS_HL 6129.JPG,lab,apple_healthy,train,lab_apple_healthy_14952937581023708159
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/08aaa4e8-ed92-49d3-9ac3-1f6c59740017___RS_HL 7701.JPG,lab,apple_healthy,train,lab_apple_healthy_18446710967623680771
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/08da0395-feee-4f66-b88b-2fa171d9521d___RS_HL 7779.JPG,lab,apple_healthy,train,lab_apple_healthy_17938084434291050494
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/08f0fe63-3c64-49a2-b413-c0de91abcafd___RS_HL 8008.JPG,lab,apple_healthy,val,lab_apple_healthy_18433100246855910220
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/09074cd1-a3f0-4d64-97d9-16919451bd58___RS_HL 6258.JPG,lab,apple_healthy,train,lab_apple_healthy_18439851791538553283
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/09293103-81bd-45ef-b3ce-d163441d6b18___RS_HL 7337.JPG,lab,apple_healthy,train,lab_apple_healthy_1216184936242085887
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/09994dfa-4aab-4ada-9ef2-431d050e1e38___RS_HL 5658.JPG,lab,apple_healthy,train,lab_apple_healthy_18438233585300737855
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/09ad370f-ca6e-48fc-9b4b-990b0d9f6cd3___RS_HL 8135.JPG,lab,apple_healthy,test,lab_apple_healthy_18444986511364571264
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/09b428ff-8046-4c05-9dc3-991b58e4a649___RS_HL 7731.JPG,lab,apple_healthy,train,lab_apple_healthy_18443279719065388807
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0a02e8cb-b715-497f-a16a-c28b3409f927___RS_HL 7432.JPG,lab,apple_healthy,val,lab_apple_healthy_18446739658885939200
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0a285c8b-1c31-48d4-89f2-af8b9edc36f6___RS_HL 5759.JPG,lab,apple_healthy,test,lab_apple_healthy_14394491227229898751
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0a553fc0-fc2c-4598-baba-3bc10191447c___RS_HL 5969.JPG,lab,apple_healthy,test,lab_apple_healthy_16411540910338327551
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0adc1c5b-8958-47c0-a152-f28078c214f1___RS_HL 7825.JPG,lab,apple_healthy,train,lab_apple_healthy_564853731327
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0afaaf78-6ec5-49ee-a070-f6217039ed2d___RS_HL 7827.JPG,lab,apple_healthy,train,lab_apple_healthy_17938101784883032312
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0b00a1a8-b525-4392-bb6c-3ffb7d824bee___RS_HL 7904.JPG,lab,apple_healthy,train,lab_apple_healthy_16267239935923252452
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0b6ec66f-fe63-4eef-8068-cf8ed0baf0de___RS_HL 7482.JPG,lab,apple_healthy,test,lab_apple_healthy_18446743805282484224
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0b91573d-d0f3-4e57-b7e5-e1924f537f0e___RS_HL 6216.JPG,lab,apple_healthy,train,lab_apple_healthy_18446681970638356929
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0bb2ddc5-d1f4-4fc2-be6b-6b63c60790df___RS_HL 7550.JPG,lab,apple_healthy,train,lab_apple_healthy_18446716338966675648
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0bc2127e-99b9-44ea-bb2b-4e1b0b0f7624___RS_HL 7777.JPG,lab,apple_healthy,train,lab_apple_healthy_4548358010028625277
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0bff693d-bab0-4438-9dac-e4503e5e83bb___RS_HL 5741.JPG,lab,apple_healthy,train,lab_apple_healthy_16411540910338339839
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0c056dd8-2040-48cf-a9a8-53d8ae5662d0___RS_HL 7987.JPG,lab,apple_healthy,test,lab_apple_healthy_16204163122815289295
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0c30f1f2-9eed-4861-bf66-eceae1b0b625___RS_HL 7430.JPG,lab,apple_healthy,train,lab_apple_healthy_18205381415525481724
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL 5927.JPG,lab,apple_healthy,train,lab_apple_healthy_14953924390562285567
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0c83f4eb-4949-47c8-bf63-312d16e64913___RS_HL 7619.JPG,lab,apple_healthy,train,lab_apple_healthy_18442549443308880887
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0ca762d0-3853-4018-896e-8f01e29cb144___RS_HL 7558.JPG,lab,apple_healthy,train,lab_apple_healthy_18221828807311024368
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0ce497e6-8184-4ef6-9a9f-c46b66c898c3___RS_HL 6036.JPG,lab,apple_healthy,train,lab_apple_healthy_18430844592283829239
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0cfa2ddf-56d9-4f62-89a4-f74e220f1859___RS_HL 6196.JPG,lab,apple_healthy,train,lab_apple_healthy_16267425722296434687
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0d01a8a3-9faa-4a1f-afe0-be6bffa42056___RS_HL 6204.JPG,lab,apple_healthy,train,lab_apple_healthy_18442770170276579263
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0d072074-0253-4a6b-a4cb-02f520c46942___RS_HL 5805.JPG,lab,apple_healthy,train,lab_apple_healthy_17834676741164449791
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0d3fa72f-0441-45e8-b30f-a83904f48f99___RS_HL 6261.JPG,lab,apple_healthy,test,lab_apple_healthy_16700336444056650239
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0d6e0971-a3d3-4773-b694-b2161248fdaf___RS_HL 5836.JPG,lab,apple_healthy,train,lab_apple_healthy_16195368128224673791
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0d776b17-9724-44b9-9186-c89fd17bcf16___RS_HL 8073.JPG,lab,apple_healthy,train,lab_apple_healthy_6468927487
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0da48999-25da-4373-8277-3718a8203d0a___RS_HL 8012.JPG,lab,apple_healthy,test,lab_apple_healthy_144181221310850047
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0da8c59a-e54c-4408-ae3c-06d54608b20a___RS_HL 6236.JPG,lab,apple_healthy,train,lab_apple_healthy_18140922615379263487
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e277198-95a0-4700-a7b0-f1881af2b1c0___RS_HL 7285.JPG,lab,apple_healthy,train,lab_apple_healthy_13814566607954969543
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e3c0777-c214-4749-b8ae-4985274d2f9e___RS_HL 7984.JPG,lab,apple_healthy,val,lab_apple_healthy_18446712750563591937
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e857e3d-34ff-4549-b8ef-4d699aacb178___RS_HL 7511.JPG,lab,apple_healthy,train,lab_apple_healthy_18446702169903104000
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e8c4b90-36d4-4b8c-a134-88c344e97ac2___RS_HL 5721.JPG,lab,apple_healthy,train,lab_apple_healthy_9153288070609814767
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e99efe9-d414-4091-b7b4-6ba6856db3d9___RS_HL 5841.JPG,lab,apple_healthy,test,lab_apple_healthy_16645595666407720959
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0e9d1f0c-19b3-4765-87cc-470413d16275___RS_HL 7637.JPG,lab,apple_healthy,test,lab_apple_healthy_9259577824122043646
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0eacfbb6-3d68-4a89-b8f8-6b2d328102af___RS_HL 7961.JPG,lab,apple_healthy,test,lab_apple_healthy_17357084896908255231
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0ebf06b5-7471-42d7-b8d6-5a53127f90f3___RS_HL 8163.JPG,lab,apple_healthy,train,lab_apple_healthy_18443361776226533632
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0ec3bd54-80a1-4dcd-9411-bcfafd147272___RS_HL 7534.JPG,lab,apple_healthy,train,lab_apple_healthy_18444942530366768071
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0eceac69-c7bf-4e9e-a249-7ae23dcf065f___RS_HL 5888.JPG,lab,apple_healthy,train,lab_apple_healthy_18438794054885016551
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0eeeccc7-f3fb-4b7a-90ec-750fbf10f7e6___RS_HL 6249.JPG,lab,apple_healthy,test,lab_apple_healthy_17564461324129271807
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0f33804a-5389-49cc-abb1-c414b243991b___RS_HL 7321.JPG,lab,apple_healthy,train,lab_apple_healthy_17938379102328773119
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0f56566e-6151-4ede-b10b-2b1f04f23659___RS_HL 7359.JPG,lab,apple_healthy,test,lab_apple_healthy_17574109866454393603
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0f5cb632-9b97-48ce-88d6-45bf321175ce___RS_HL 6088.JPG,lab,apple_healthy,train,lab_apple_healthy_18293833344523294719
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0f6184c4-18d9-42c5-93d7-e9c4abe85560___RS_HL 7286.JPG,lab,apple_healthy,test,lab_apple_healthy_17569018789008475135
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0f78db5b-0775-4132-b7d6-6a5eb5f4682a___RS_HL 6006.JPG,lab,apple_healthy,train,lab_apple_healthy_18370429997438699487
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/0fef497f-8fc7-45ee-ad1c-f4e9237fdaf4___RS_HL 7283.JPG,lab,apple_healthy,train,lab_apple_healthy_18439920236137382275
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1017bf7f-5a1e-459e-af55-c9a0f83f1b23___RS_HL 5868.JPG,lab,apple_healthy,train,lab_apple_healthy_18444740629318722529
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/101c9dba-0628-40fd-a4af-cb7f4848d414___RS_HL 7358.JPG,lab,apple_healthy,train,lab_apple_healthy_17277082018651109625
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/10b8f12c-d16a-4fa0-b70a-5f066f6a1c5c___RS_HL 7312.JPG,lab,apple_healthy,train,lab_apple_healthy_18446638312379695296
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/10f68987-caf7-4e29-aa26-b48e074212f4___RS_HL 6130.JPG,lab,apple_healthy,val,lab_apple_healthy_18149999631424144335
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/10f75d05-fa3e-4b14-b3d8-093292c218e6___RS_HL 7873.JPG,lab,apple_healthy,train,lab_apple_healthy_18442222673816715264
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1116c1cc-48d8-4bb5-8349-099690ba0b0b___RS_HL 5980.JPG,lab,apple_healthy,val,lab_apple_healthy_18438231111433183231
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1141dcab-cf2a-40e4-8b19-a33aa318f875___RS_HL 5689.JPG,lab,apple_healthy,val,lab_apple_healthy_18383415508935493631
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/115ce7f7-f1b1-4f24-a96f-07107c9e703c___RS_HL 5791.JPG,lab,apple_healthy,train,lab_apple_healthy_18445039700793344775
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11636fd2-75f3-40e5-99c4-777589bfc392___RS_HL 8203.JPG,lab,apple_healthy,train,lab_apple_healthy_18150005469563895939
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11749aa9-4b07-4cd8-8605-356de6d4cc68___RS_HL 7684.JPG,lab,apple_healthy,val,lab_apple_healthy_18433096805471273184
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/118160af-d2a3-48ef-8134-cf72f0588cfe___RS_HL 7456.JPG,lab,apple_healthy,val,lab_apple_healthy_18442513944050500540
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11bc4ba3-5d5e-4b1e-a5e3-27122256864a___RS_HL 7371.JPG,lab,apple_healthy,train,lab_apple_healthy_15051243197710192639
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11beda66-01e9-4bfd-be37-c0f8646d1478___RS_HL 6271.JPG,lab,apple_healthy,train,lab_apple_healthy_18443299316715161375
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11c35e07-255e-42cf-b8e9-4533c35ce2c6___RS_HL 7500.JPG,lab,apple_healthy,train,lab_apple_healthy_4543867106256952847
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/11dc8fb3-42f9-4d14-9e20-3252e18eb802___RS_HL 6278.JPG,lab,apple_healthy,train,lab_apple_healthy_16411611279116191743
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/12253089-92a5-4a3d-b742-f554cc2a0fe0___RS_HL 5756.JPG,lab,apple_healthy,train,lab_apple_healthy_18429716493345292679
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/122d2ed7-efb5-4a82-a6f0-74e9524e83ff___RS_HL 5702.JPG,lab,apple_healthy,train,lab_apple_healthy_16195086653282320383
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1230a95a-5f08-4fd6-b6e9-44c0c7b1fe8c___RS_HL 8092.JPG,lab,apple_healthy,train,lab_apple_healthy_18446689699897028672
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/123de292-f902-404e-bfc9-3f248342f418___RS_HL 7542.JPG,lab,apple_healthy,val,lab_apple_healthy_16204164222358635511
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/129abcae-51bd-43d9-9f30-c4e07523186a___RS_HL 7769.JPG,lab,apple_healthy,test,lab_apple_healthy_2238015300949967679
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/12f455c2-a44e-4069-a8fb-b7bec17d23c1___RS_HL 5895.JPG,lab,apple_healthy,train,lab_apple_healthy_18442734719650465791
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/130a93b4-92ca-4883-b003-37954a929dbf___RS_HL 7855.JPG,lab,apple_healthy,val,lab_apple_healthy_17938102025398109150
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/13227870-bd81-48a1-97a0-8c5bcecef8f7___RS_HL 7452.JPG,lab,apple_healthy,val,lab_apple_healthy_18438794474474931975
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/13298d36-4425-437d-ae8e-c7d70e200084___RS_HL 6271.JPG,lab,apple_healthy,train,lab_apple_healthy_18443299316715161375
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1331fd38-acdf-488f-a5db-8dfcecfa5690___RS_HL 7381.JPG,lab,apple_healthy,train,lab_apple_healthy_17580348636464776167
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/133aae4b-64c8-4def-8f1d-cdc4e1bb73a7___RS_HL 6180.JPG,lab,apple_healthy,train,lab_apple_healthy_18005887202988392223
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/1356ba06-a72d-480b-b9e5-7bc349d9e605___RS_HL 6208.JPG,lab,apple_healthy,train,lab_apple_healthy_14376479036371364863
data/raw/plantvillage/plantvillage dataset/color/Apple___healthy/13575fc3-1674-4511-a124-2ed065f00cda___RS_HL 7351.JPG,lab,apple_healthy,train,lab_apple_healthy_18226314810457455228
